question,answer,intent,label
접종후 코로나 증상 6월11일 얀센백신완료 2~3일전부터 몸살에 근육통 인후염이 왔어요. 코로나 증상으로 봐야하나요? 코로나검사받아야하나요?,코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다. 아마도 코로나 19는 아니겠지만 증상만으로는 감별이 어렵습니다. 걱정되거나 의심되면 1339 전화하셔서 선별검사 혹은 진료가 필요한지 안내 받아보세요~,인후통 비교,41
코로나 밀접접촉자 자가격리 코로나 밀접접촉자가 집안에 한명이 있습니다 지난6일날 확진자와 만났었고 코로나 1차결과는 오늘아침 음성이 나왔습니다.집안에 밀접접촉자가 있으면 아닌 사람들은 일상생활을 못하고 같이 자가격리를 해야하나요? 집안에만 있어야하나요?,코로나 자가격리 대상자 기준 / 코로나 자가격리 생활수칙 [가족 동거인 포함] / 자가격리 지원금 규모 / 생활지원비 신청 / 지원금 제외 대상 / 자가격리 위반시 처벌의 자세한 정보는 다음 링크에 있습니다. https://procondition99.tistory.com/668,자가격리 수칙,67
부터 헛기침을 자주 했는데 지금까지 유지됐어요 열도 딱히 안 나고 후각 미각에도 문제 없고 근육통도 없는데 코로나인가요?,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
"코로나 증상질문 , 혹시몰라서 코로나 검사를받았습니다 내일 결과가나오는데 너무 불안하네요.. 요즘 추워서 단순 감기일가요 좀 춥게입고다녔거든요 물론 확답을 주실수없는건 압니다 좋은답변 부탁드립니다 그리고 가래끼는것도 코로나","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
"코로나 증상 목이 부어서 엄청아프고 콧물,기침,재채기도 다하고 열은 현재 37.9정도까지 올라가요 그리고 맛을 못느끼겟어요 아무맛도 안나요 진짜 이거 코로나 같은데.. 너무 무섭네여ㅠㅠ 내일 검사하러가긴하는데.. 학원도안다니고 주말에두 집에만 있는데ㅠㅜ 코로나 맞나요.. 감기인거같기도하고","코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
코로나 이후 중3 역사 수행평가인데 검색해도 이해가 잘 안되서 올려요 1. 코로나 이후 국제사회의 모습은 어떻게 될까? 2. 코로나 이후 우리나라의 위상과 역할은? 빠른답변 부탁드립니다 (너무 길지않고 짧지도않게 부탁드립니다),죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나에 걸리면 증상이 어떻게 되나요? 배아파도 코로나일수있나요,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
코로나 증상 목 아파서 병원 갔는데 다음날 기침이 조금 나고 코가 막혀서 숨이 잘 안 쉬어져서 코 뚫는 약 쓰고 잤는데 일어나서 약간 열 나는 것 같길래 재보니 38도 37.9도 이런 식으로 나오는데 코로나 일까요? 근데 학원 말고 다이소 다녀온 것 말고는 없는데 왜 그럴까요 코로나 일까요?,"코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
코로나 증상 제가 3일전에 코로나 검사를 받았는데 그때는 음성이 나왔어요 근데 하루전부터 37.0도이고코막힘이랑 머리도 아프고 침삼킬때 삼키는부분이 살찍 아픈데 코로나인가요,"위 증상만으로 코로나라고 진단하지는 못합니다. 그러나 증상이 지속하고, 발열, 호흡기 증상이 악화되거나 특히 코로나 환자와 동선이 겹치는 경우라면 코로나 선별검사를 받도록 하십시오.",경미한 의심증상,2
코로나 인가요? 제가 오늘 목이쉬고 콧물도 흘러내리고 기침도조금났는데 병원에가니 코로나 검사를하라는거에요 약국에 가니 열도36도로 내려가고 약먹고 좀 누우니까 열도 안나고 목도 안아프고 콧물도 안흘러내리는데 코막히고 기침은살짝나네요 코로나인가요?아님 그냥 단순한 감기나 몸살인가요?ㅠㅠ,"위 증상만으로 코로나라고 진단하지는 못합니다. 그러나 증상이 지속하고, 발열, 호흡기 증상이 악화되거나 특히 코로나 환자와 동선이 겹치는 경우라면 코로나 선별검사를 받도록 하십시오.",경미한 의심증상,2
위드코로나 왜하는 거에요? 위드코로나 시작하면 신규확진자가 1만명이 넘을거라고 하던데,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"미각 후각 상실 코로나 증상 , 목이랑 코보시더니 목감기 코감기라 해서 약 먹고있는데 목은 괜찮아졌는데 오늘 일어나봤더니 코 막히고 후각 미각 상실있고 몸살기운 있는데 열은 없어요. 코로난가요? 아님 검사 받아봐야되나.. 집에 코로나 검사키트 있길래 해봤는데 음성이라고는하는데 제대로 한지도 모르겠어요.. 어떡하죠","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
코로나 백신 하혈 부작용 코로나 백신 하혈하는 부작용 있나요?뉴스에 코로나 백신 하혈부작용과 생리 불규칙하는 부작용 나오던데 꼭 맞아야 할까요?후기 남겨주세요,"현재까지 코로나 백신과 하혈의 인과관계가 명확한 결론이 나지 않았습니다. 하지만 하혈, 생리불순 등 이상반응이 있다면 의료기관에 방문하시길 바랍니다.",백신접종 하혈,73
코로나 상생소비지원금 제가 현재 코로나격리지원금을 신청해 놓은 상태인데요. 혹시 코로나 소비상생지원금도 중복신청되나요?? 만약에 된다면 가족 개인별로 다 신청해야 하는건가요??,코로나 상생지원금과 관련된 내용은 다음 링크에서 자세히 확인하실 수 있습니다. http://xn--jj0bw12auzbhdy1be5unkf.kr/%EC%83%81%EC%83%9D%EC%86%8C%EB%B9%84%EC%A7%80%EC%9B%90%EA%B8%88%EA%B0%9C%EC%9A%94.html,상생지원금,82
코로나에 대한 질문 1.코로나 근원지 2.코로나 발생시기(정확해야됨) 3.코로나 전파 경로 4.코로나가 발생된 이유 등등 코로나에 대한것좀 알려주세요,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 증상 아침부터 머리도 아프고 자꾸 토할 것 같은데 코로난가요? 증상은 저거 말고 없어서 잘 모르겠어요 코로나인가요?,"위 증상만으로 코로나라고 진단하지는 못합니다. 그러나 증상이 지속하고, 발열, 호흡기 증상이 악화되거나 특히 코로나 환자와 동선이 겹치는 경우라면 코로나 선별검사를 받도록 하십시오.",경미한 의심증상,2
"위드코로나 카페 위드코로나 1단계가 1일부터 시작인데, 그 전에는 카페에서 2인 이상이면 매장에서 한시간만 있어야했잖아요. 위드코로나 시작하면 매장이용 시간 제한도 풀리나요?","유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업,30
"코로나 자가격리 , (1) 고양이는 사람 코로나에 걸리나요? 자가격리 할 때 자가격리자랑 마주치면 안돼나요? (2) 코로나 검사는 보통 어떤 식으로 하고, 얼마나, (3)어린이가 코로나 걸리면 치료 힘든가요? 학교는 어떻게 되는건가요? (4)자가격리자와 수건이나 물건들은 다 따로 써야 하나요?",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 증상좀 알려주세요. 나이는 중3이고 어케 된거냐면 어제 밤에 제 친구와 만났는데 그 친구의 친구가 코로나에 걸려서 오늘 검사 받으러 가는데 코로나일때 증상같은거 뭐가 있나요?,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
코로나 증상이 어떻게 되나요? 지금 저의 언니가 어제 코로나검사를 받고 이제 10시쯤에 결과가 나온다는데 혹시 코로나면 어쩌죠? 지금 저의 언니의 상태는 열은 없고 토할것 같고 목 아픈 증세인데 코로나 일까요?,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
"군대 코로나 입대 지금 군대 코로나 심한가요 제가 군대 입대 예정인데, 군대 코로나 때문에 무슨 2주격리를 한다고 들었어요? 그럼 그게 무슨 방에 갇혀서 아무것도, 뭐하고 이런거좀 군대 코로나 때문에 어떻게 되는건지 전체적으로 알려줄 분 있나요..? #군대코로나 #군대입대 #훈련소생활 #군인코로나 #군대격리","접종유무에 상관없이 2주간 격리입니다. 1주차에 코로나 검사해서 음성이 나오면 정밀 신검, 보급품 수령 등을 진행하고, 2주차에 격리후 실시될 야외훈련에 대한 이론교육 진행하고, 3주차부터 본격적인 야외훈련진행합니다. 유튜브 한번 보세요. https://youtu.be/wggsVBrlarI",코로나 입소,46
위드코로나에 대해 자세히 알려주세요.,"위드코로나는 강력한 변이 바이러스 출현, 돌파감염 등으로 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념입니다. 이는 코로나19의 완전한 종식을기대하는 것보다 치명률을 낮추는 새로운 방역체계 등을 도입해 코로나19와의 공존을 준비해야 한다는 뜻이에요",위드코로나,26
코로나치료제 안녕하세요 먹는 코로나치료제 나오는데 그때 코로나 없어지나요,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 자가격리 지원금 저희 어머님이 회사 다니시는데에 직원분으 코로나 걸리셔서 코로나 검사 하러갔는데 다행히 음성 나오셨는데 2주동안 자가격리를 해야된다고 해서 2주동안 쉬게 내셨습니다..그럼 2주쉬어야되니 월급이 적어지니 걱정하고 계셔서 2주격리중인 사람들은 지원금 받나요..?,코로나 자가격리 대상자 기준 / 코로나 자가격리 생활수칙 [가족 동거인 포함] / 자가격리 지원금 규모 / 생활지원비 신청 / 지원금 제외 대상 / 자가격리 위반시 처벌의 자세한 정보는 다음 링크에 있습니다. https://procondition99.tistory.com/668,자가격리 수칙,67
